Topic,Count,Name,Representation,Representative_Docs,label_manual
17,124,17_jelas_screen_black_enggak,"['jelas', 'screen', 'black', 'enggak', 'aplikasih', 'tidak', 'aplikasi', 'gold', 'adminnya', 'proyektor']","['aplikasi tidak jelas', 'aplikasi tidak jelas', 'aplikasi tidak jelas']",Jelas Screen Black
18,123,18_bayar_harus_kenapa_apa,"['bayar', 'harus', 'kenapa', 'apa', 'langganan', 'premium', 'berbayar', 'gratis', 'kah', 'sih']","['ini kenapa ya saya sudah bayar berlangganan tapi masih tetap harus bayar lagi', 'kenapa sih harus bayar', 'kenapa harus bayar']",Bayar Harus Kenapa
19,102,19_coba_mencoba_dulu_uji,"['coba', 'mencoba', 'dulu', 'uji', 'di', 'lagi', 'saya', 'sudah', 'bisa', 'saja']","['coba dulu', 'saya coba dulu', 'coba coba']",Coba Mencoba Dulu
20,77,20_makin_kesini_semakin_buruk,"['makin', 'kesini', 'semakin', 'buruk', 'parah', 'kesana', 'menambah', 'tidak', 'jelas', 'banyak']","['makin kesini makin tidak jelas', 'makin kesini makin buruk vidio', 'makin kesini makin buruk']",Makin Kesini Semakin
21,58,21_ngambil_orang_motong_perpanjang,"['ngambil', 'orang', 'motong', 'perpanjang', 'saldo', 'otomatis', 'tanpa', 'main', 'potong', 'uang']","['aplikasi busuk seenaknya ngambil saldo orang', 'main potong potong saja saldo orang aplikasi ampas tanpa se izin orang yang punya akun main sikat saja orang beli bukan buat langganan tidak semua orang beli paket biar bisa menonton setiap bulan liga 1 indonesia saja bayar bagus aplikasi sebelah apa-apa gratis ini aplikasi sama saja seperti maling uang orang tanpa ada perizinan dari orang yang punya akun', 'main ngambil uang orang']",Ngambil Orang Motong
22,46,22_wae_koyok_kuning_koret,"['wae', 'koyok', 'kuning', 'koret', 'mayar', 'kudu', 'akeh', 'celeng', 'opo', 'ge']","['vidio goblok pekok seng gawe iklane koyok celeng aplikasi sampah tolol filem koyok celeng sono iklan menonton rak nyaman pekok tolol', 'aplikasi goblog kudu wae bayar tolol', 'koret monyt kudu mayar wae cuman neleu vidio ge']",Wae Koyok Kuning
23,44,23_the_this_not_application,"['the', 'this', 'not', 'application', 'is', 'good', 'of', 'and', 'you', 'si']","['is this an application for watching films orang an application for watching advertisements the feeling is that every 5 minutes of advertising there aren t even 5 minutes of boring advertising', 'i no longer subscribe tapi this application and chose tapi subscribe tapi the netflix application ini this application the video buffering process takes a long time the content references di not match the content i have watched before and this application no longer provides benefits for me', 'i decided not tapi subscribe this application again i switched tapi the viu application this application still has advertisements when watching the fee has been cut for next month even though itu si not yet updating the latest content takes a long time']",The This Not
24,35,24_denda_batasi_suka_enak,"['denda', 'batasi', 'suka', 'enak', 'tahi', 'kena', 'lag', 'ikalnya', 'fak', 'takut']","['saya hapus dan tidak akan pakai aplikasi ini lagi takut kena denda terima kasih', 'takut kena hak siar nanti di denda stop dulu deh langganannya', 'fak lah denda denda']",Denda Batasi Suka
25,30,25_paling_ruwet_aplikasi_sedunia,"['paling', 'ruwet', 'aplikasi', 'sedunia', 'terburuk', 'buruk', 'apps', 'ter', 'yang', 'berbayar']","['aplikasi paling ruwet sedunia', 'aplikasi paling buruk', 'aplikasi yang paling buruk']",Paling Ruwet Aplikasi
26,30,26_hu_cc_mi_cv,"['hu', 'cc', 'mi', 'cv', 'aa', 'gue', 'kakak', 'nn', 'mm', 'by']","['pp tuh e sama xx saja all too cc f cc bb jj is ii ki huoo nik gun kakak ujuujijjjjn nn jj ini jj jun ijjijijujú88i saja jun l jl pinjh u3o vvv', 'bf cibubur sukses ya bu hu bh hu hu hu h bh lu hu hu hu hu hu hu hu hu hu hucetak 6667', 'nn vc fc sih cc cc cv fcftg yang tidak cc cc f cc min ini cf mi cc ggrcc vcd yang cv fc cg yang enggak ccc t vcdc cv gb cv ftgc cf v tt cc mi zee vrxr zec cc tidak b vhyhh yy v yang h bb enggak h6 tidak we v di cc ya cv cv by f cdr eee e mi ddr ram v gr tidur di t free tidak hz dari reset ggg kok ddr t begitu h dari t free yang mi tahu kok tidur ddr tidak fc sih eeee v crnnnn bbm vice mi terry n bbb hubungan hhehehe h kakak tidak eee juga tg']",Hu Cc Mi
27,13,27_adilllllll_aplikasiiiii_ngedebit_nyeselllll,"['adilllllll', 'aplikasiiiii', 'ngedebit', 'nyeselllll', 'mahallll', 'maaaahhaaalll', 'mahaaaaalllll', 'mahaaaallll', 'mahaaaalllllllllll', 'mahalllll']","['iklan anda kayak kontolllll mengangggu', 'aplikasi tidak baik tiba tiba ngedebit tidak jelas nyeselllllll pollllll', 'nyeselllll memang gua instal nih aplikasiiiii jelekkkkm']",Adilllllll Aplikasiiiii Ngedebit
28,12,28_𝒏𝒚𝒂_𝒅𝒊_𝑛𝑦𝑎_𝑖𝑘𝑙𝑎𝑛,"['𝒏𝒚𝒂', '𝒅𝒊', '𝑛𝑦𝑎', '𝑖𝑘𝑙𝑎𝑛', '𝚝𝚒𝚍𝚊𝚔', '𝒖𝒏𝒅𝒖𝒉', '𝑑𝑖𝑘𝑖𝑡2', '𝒂𝒌𝒖', '𝚋𝚊𝚐𝚞𝚜', '𝒌𝒂𝒍𝒘']","['𝚜𝚞𝚖𝚙𝚊𝚑 𝚊𝚔𝚞 𝚋𝚗𝚌𝚒 𝚋𝚗𝚐𝚊𝚝 𝚜𝚖𝚊 𝚊𝚙𝚕𝚒𝚔𝚊𝚜𝚒 𝚒𝚗𝚒 𝚢𝚐 𝚊𝚍𝚊 𝚋𝚊𝚐𝚞𝚜²𝚗𝚢𝚊 𝚍𝚛𝚒 𝚊𝚠𝚊𝚕 𝚔𝚗𝚙𝚊 𝚜𝚔𝚊𝚛𝚊𝚗𝚐 𝚍𝚒 𝚙𝚎𝚛𝚜𝚞𝚕𝚒𝚝 𝚋𝚞𝚊𝚝 𝚗𝚘𝚗𝚝𝚘𝚗 𝚔𝚗𝚙𝚊 𝚑𝚊𝚛𝚞𝚜 𝚋𝚛𝚕𝚊𝚗𝚐𝚊𝚗𝚊𝚗 𝚍𝚕𝚞 𝚌𝚘𝚋𝚊 𝚊𝚑𝚑𝚑𝚑', '𝑀𝑜ℎ𝑜𝑛 𝑑𝑖 𝑝𝑒𝑟𝑏𝑎𝑖𝑘𝑖 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖𝑛𝑦𝑎 𝑖𝑘𝑙𝑎𝑛 𝑡𝑒𝑟𝑙𝑎𝑙𝑢 𝑙𝑎𝑚𝑎 𝑑𝑎𝑛 𝑏𝑖𝑘𝑖𝑛 𝑒𝑚𝑜𝑠𝑖 𝑛𝑛𝑡𝑜𝑛 𝑛𝑦𝑎 𝑑𝑖𝑘𝑖𝑡2 𝑖𝑘𝑙𝑎𝑛 𝑑𝑖𝑘𝑖𝑡2 𝑖𝑘𝑙𝑎𝑛 𝑚𝑎𝑛𝑎 𝑑𝑢𝑟𝑎𝑠𝑖 𝑛𝑦𝑎 𝑠𝑎𝑚𝑝𝑎𝑖 50 𝑚𝑒𝑛𝑖𝑡 𝑙𝑎𝑔𝑖 𝑚𝑜ℎ𝑜𝑛 𝑝𝑒𝑟𝑏𝑎𝑖𝑘𝑖 𝑦𝑎 𝑘𝑙𝑜 𝑡𝑖𝑑𝑎𝑘 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖 𝑛𝑦𝑎 𝑘𝑢 ℎ𝑎𝑝𝑢𝑠', '𝑵𝒈𝒈𝒂 𝒃𝒊𝒔𝒂 𝒅𝒊 𝒖𝒏𝒅𝒖𝒉 𝒗𝒊𝒅𝒆𝒐𝒏𝒚𝒂 𝒌𝒂𝒍𝒘 𝒎𝒂𝒖 𝒅𝒊 𝒖𝒏𝒅𝒖𝒉 𝒉𝒂𝒓𝒖𝒔 𝒃𝒆𝒓𝒍𝒂𝒏𝒈𝒈𝒂𝒏𝒂𝒏 𝒅𝒖𝒍𝒖 𝒌𝒆 𝒃𝒆𝒓𝒃𝒂𝒚𝒂𝒓 𝒃𝒖𝒂𝒕 𝒂𝒑𝒂 𝒂𝒅𝒂 𝒇𝒊𝒕𝒖𝒓 𝒖𝒏𝒅𝒖𝒉 𝒏𝒚𝒂 𝒌𝒂𝒍𝒘 𝒅𝒊 𝒉𝒂𝒓𝒖𝒔𝒌𝒂𝒏 𝒃𝒆𝒓𝒍𝒂𝒏𝒈𝒈𝒂𝒏𝒂𝒏 𝒏𝒈𝒈𝒂 𝒋𝒂𝒅𝒊 𝒂𝒌𝒖 𝒑𝒂𝒌𝒂𝒊 𝒂𝒑𝒍𝒊𝒍𝒂𝒔𝒊 𝒊𝒏𝒊 𝒂𝒌𝒖 𝒖𝒏𝒊𝒏𝒔𝒕𝒂𝒍 𝒍𝒂𝒈𝒊']",𝒏𝒚𝒂 𝒅𝒊 𝑛𝑦𝑎
