Topic,Count,Name,Representation,Representative_Docs,label_manual
24,90,24_membantu_sangat_harinya_informatif,"['membantu', 'sangat', 'harinya', 'informatif', 'mengetahui', 'informasi', 'hasil', 'skincare', 'aestetick', 'kejenuhan']","['sangat membantu', 'sangat membantu', 'sangat membantu']",Membantu Sangat Harinya
25,81,25_bagus_menejemen_belu_menyuruh,"['bagus', 'menejemen', 'belu', 'menyuruh', 'tegur', 'youuu', 'straming', 'ngeblur', 'denga', 'sekarangg']","['bagus', 'bagus', 'bagus']",Bagus Menejemen Belu
26,146,26_kualitas_jernih_gambar_hd,"['kualitas', 'jernih', 'gambar', 'hd', 'kwalitas', 'gambarnya', 'high', 'suara', 'warna', 'kualitasnya']","['bagus kualitas nya', 'sangat bagus kualitas gambar', 'kualitas gambar jernih']",Kualitas Jernih Gambar
27,66,27_nice_verygood_epl_,"['nice', 'verygood', 'epl', '', '', '', '', '', '', '']","['nice', 'nice', 'nice']",Nice Verygood Epl
28,69,28_baik_sangat_layanan_perkecil,"['baik', 'sangat', 'layanan', 'perkecil', 'selkali', 'diandroid', 'mengesankan', 'cukup', 'oo', 'film2nya']","['oo sangat baik', 'layanan ok', 'sangat baik selkali']",Baik Sangat Layanan
29,65,29_who_bagus_soal_,"['who', 'bagus', 'soal', '', '', '', '', '', '', '']","['bagus', 'bagus', 'who bagus']",Who Bagus Soal
30,115,30_resolusi_itu_suara_iklan,"['resolusi', 'itu', 'suara', 'iklan', 'developer', 'kalau', 'premium', 'saat', 'mohon', 'jaringan']","['maaf sebelumnya ku kasih ranting 5 karena ada yang ingin ku sampaikan yaitu tolong ya buat miminnya yang buat aplikasinya ini plis kurang² ini iklannya aku tahu harus prem atau bagaimana spya bebas tidak ada iklan cuman ya di kurang² ini boleh iklannya kan tidak semua orang bisa serba prem jangan mentang begitu lhh ini juga aku cuman menonton film yang adanya di kamu saja sedikit kesel sih gra² kebanyakan iklannya pencel eps nya saja iklan mana iklannya 2 3 lagi ngotak boleh minimal tuh orang juga pastinya kesel iklan mulu jangan se enaknya', 'halo team vodeo sporrts yang terhormat saya mau meminta izin video livestreaming bola saya upload di channel saya kemarin mohon di kasih izin ya kak saya sudah cari cari email team video spoorts tapi tidak ketemu dan sekarang saya kasih bintang 5 saya komen jadi saya meminta izin ya kak terkait video yang sudah saya upload di channel saya bapak yang terhormat mohon diizin kan video bola yang telah saya upload di channel saya terima kasih', 'alhamdulillah sudah ada sedikit perbaikan saat saya tonton bjb vs livin mandiri sudah ada suara gemuruh penontonnya begitu dong vibes dan euphoria nya yang pengin kita rasakan biar berasa itu pertandingan berkelas kemarin saat menonton suara orang dua itu saja bising apalagi saat fenerbahce vs vakifbank tidak ada suara asli dari lokasi pertandingan yang ada suara komentar tidak karuan mau mengomong apa lebih sok mengurui mengalahkan coach dilapangan sono ini bla bla enggak jelas kadang ada iklanny nyempil']",Resolusi Itu Suara
31,116,31_buka_dibuka_kenapa_terbuka,"['buka', 'dibuka', 'kenapa', 'terbuka', 'muncul', 'susah', 'diputar', 'ngebug', 'bisa', 'tidak']","['apa penyebab kalau aplikasi vidio tidak muncul aikon untuk voting dakademiy 6 top 4', 'kenapa punyaku ngebug ya kak gbisa dibuka', 'kenapa aplikasi vidio sekarang susah untuk dibuka']",Buka Dibuka Kenapa
32,126,32_liga_bundesliga_inggris_italia,"['liga', 'bundesliga', 'inggris', 'italia', 'khusus', 'hak', 'siarin', 'siar', 'piala', 'min']","['mantap sudah ada liga belanda di video kurang satu lagi nih yaitu bundesliga ayolah siarkan bundesliga biar makin komplit liga eropa di video tuh', 'tolong kasih paket khusus liga inggris atau gabungan beberapa liga domestik eropa tidak usah digabungin f1 moto gp dll yang buat harga makin mahal sedangkan kita tidak pernah memakai menonton niatnya cuma mau menonton bola tidak mau menonton balapan', 'hayo dong vidio mendapatkan lisensi serie a 24 25 efl liga 2 inggris fokus ke laga club oxford united dan swansea jupiler league liga 1 belgia fcv dender dan kv mechelens sudah naikin biaya masa malah downgrade sih yuk bisa vidio']",Liga Bundesliga Inggris
33,58,33_bagus___,"['bagus', '', '', '', '', '', '', '', '', '']","['bagus', 'bagus', 'bagus']",Bagus  
