Topic,Count,Name,Representation,Representative_Docs,label_manual
19,65,19_force_close_closed_mulu,"['force', 'close', 'closed', 'mulu', 'forceclose', 'audio', 'camerax', 'terus', 'bufferedaudiostream', 'dibuka']","['force close mulu', 'force close mulu', 'force close mulu']",Force Close Closed
20,53,20_pelayanan_sangat_agent_bot,"['pelayanan', 'sangat', 'agent', 'bot', 'buruk', 'kurang', 'layanan', 'wa', 'pengaduan', 'dengan']","['pelayanan pengaduan online yang sangat lelet parah', 'aplikasi buruk kurang bagus pelayanan lambat', 'aplikasi ini sangat buruk pelayanan nya buat ambil hak sendiri saja dipersulit juga petugas nya pun sangat sangat buruk pelayanan nya']",Pelayanan Sangat Agent
21,52,21_jelas_pengaduan_tros_upah,"['jelas', 'pengaduan', 'tros', 'upah', 'ruwet', 'gaji', 'tidak', 'laporan', 'akurat', 'yang']","['aplikasi tidak jelas', 'aplikasi tidak jelas', 'aplikasi tidak jelas']",Jelas Pengaduan Tros
22,49,22_kepesertaan_memuat_data_status,"['kepesertaan', 'memuat', 'data', 'status', 'gagal', 'aktif', 'saya', 'temukan', 'ditemukan', 'tidak']","['ini aplikasi jmo kok makin tidak jelas di status kepesertaan saya gagal memuat data seharusnya aktif bisa di bantu', 'di status kepesertaan kok ada keterangan gagal memuat data apa maksudnya', 'kenapa setelah saya update data kpj saya tidak di temukan status kepesertaan saya gagal memuat data']",Kepesertaan Memuat Data
23,39,23_berhenti_terus_menanggapi_september,"['berhenti', 'terus', 'menanggapi', 'september', 'jmo', '2025', 'aplikasi', 'masuk', 'serius', 'tidak']","['kenapa jmo terus berhenti', 'jmo terus berhenti', 'jmo berhenti terus']",Berhenti Terus Menanggapi
24,33,24_dikit_update_pembaruan_updte,"['dikit', 'update', 'pembaruan', 'updte', 'masyarakat', 'meminta', 'anying', 'komentar', 'bentar', 'bapak']","['dikit dikit update', 'dikit dikit update dikit dikit update', 'dikit dikit update']",Dikit Update Pembaruan
25,31,25_lahir_tanggal_scroll_tahun,"['lahir', 'tanggal', 'scroll', 'tahun', 'harus', 'umur', 'ngisi', 'buat', 'kalender', 'sampai']","['ini benar tidak jmo jmo ini masa tanggal lahir suruh kita undur sendiri dari 2025 sampai kapan kalau ke tahun lahir kita enggak jelas', 'tanggal lahir nya kok begitu ya kalau lahir tahun 65 bisa keriting jari mencet layar hp cari tahun lahir nya', 'boleh saran kalau bisa aplikasi jmo dibuat mudah untuk penulisan tanggal lahir biar tidak terlalu lama scroll untuk menemukan tempat tanggal lahir yang tepat seperti saya yang kelahiran tahun 76 harus scroll lebih lama untuk mencari alangkah akan lebih mudah dan cepat apabila bisa ditulis langsung tanpa harus scroll sampai ketemu tanggal lahir yang cocok']",Lahir Tanggal Scroll
26,30,26_tiba_hilang_gbisa_detik,"['tiba', 'hilang', 'gbisa', 'detik', 'diperbarui', 'aneh', 'kadang', 'ngbug', 'saldo', 'sendiri']","['baru buka aplikasi tiba tiba keluar sendiri', 'enggak jelas no kpj tiba-tiba hilang', 'saldo tiba-tiba hilang sendiri aneh aplikasi tidak guna']",Tiba Hilang Gbisa
27,30,27_indak_tifak_bisa_dibuka,"['indak', 'tifak', 'bisa', 'dibuka', 'terbuka', 'buka', 'cuman', 'cek', 'worthit', 'punyaan']","['aplikasi indak bisa dibuka', 'indak bisa di buka', 'aplikasi indak bisa di buka']",Indak Tifak Bisa
28,24,28_ra_ora_wae_gawe,"['ra', 'ora', 'wae', 'gawe', 'iso', 'asu', 'seng', 'ditutul', 'po', 'bendal']","['bar update malah ra iso login ki pie', 'jancukkkk gawe hp xioami ra isok di buka fc terus bangsat asu', 'aplikasi ra iso di buka']",Ra Ora Wae
