Topic,Count,Name,Representation,Representative_Docs,label_manual
106,120,106_guna_tidak_hapus_aplikasi,"['guna', 'tidak', 'hapus', 'aplikasi', 'saja', 'sampah', 'order', 'tutup', 'cs', 'ini']","['aplikasi tidak guna', 'aplikasi tidak guna', 'aplikasi tidak guna']",Guna Tidak Hapus
107,31,107_error_melulu_truss_eror,"['error', 'melulu', 'truss', 'eror', 'errro', 'jmbt', 'groceri', 'gembor', 'apks', 'didatengi']","['aplikasi error', 'aplikasi error', 'aplikasi error']",Error Melulu Truss
108,30,108_mantap_keren_joss_hebat,"['mantap', 'keren', 'joss', 'hebat', 'poll', 'xpress', 'hmmzz', 'indolmalet', 'abieezzzz', 'keberangkatan']","['mantap', 'mantap', 'mantap']",Mantap Keren Joss
109,47,109_bobrok_bosok_burik_butut,"['bobrok', 'bosok', 'burik', 'butut', 'aplikasi', 'belanaja', 'bergunaaaa', 'asliiiiii', 'pembatan', 'karyawanan']","['aplikasi bosok', 'aplikasi bosok', 'aplikasi bosok']",Bobrok Bosok Burik
110,53,110_semenjak_update_malah_belanja,"['semenjak', 'update', 'malah', 'belanja', 'habis', 'masukan', 'jauh', 'voucher', 'jadi', 'mempersulit']","['semenjak update malah dapat toko yang jauh jadinya beberapa kali belanja dibatalkan pihak toko', 'semenjak update malah tidak bisa belanja semua toko tutup', 'yang baru malah makin aneh setiap buka minta download ulang terus belanjaan dsmp swminggu baru sampai otw login ke toko sebelah']",Semenjak Update Malah
111,69,111_buruk_banget_sekali_bentar²,"['buruk', 'banget', 'sekali', 'bentar²', 'lol', 'pelayanan', 'bulan', 'pelayanannya', 'logging', 'lwmot']","['buruk banget', 'buruk banget', 'buruk banget aplikasinya buruk super buruk']",Buruk Banget Sekali
112,122,112_enggak_bisa_login_daftar,"['enggak', 'bisa', 'login', 'daftar', 'aneh', 'bayar', 'alamat', 'masa', 'exp', 'mau']","['enggak bisa login', 'tolol enggak bisa daftar', 'enggak bisa daftar']",Enggak Bisa Login
113,73,113_sangat_lambat_responsif_parkir,"['sangat', 'lambat', 'responsif', 'parkir', 'aplikasinya', 'terasa', 'untuk', 'pengiriman', 'diskon', 'dompet']","['aplikasi yang sangat lambat', 'aplikasi sangat sangat lambat', 'aplikasinya lambat sangat']",Sangat Lambat Responsif
114,78,114_pelayanan_buruk_dicancel_cs,"['pelayanan', 'buruk', 'dicancel', 'cs', 'palsukan', 'pelayan', 'ngubungi', 'computer', 'berapa', 'mending']","['pelayanan buruk', 'pelayanan buruk', 'pelayanan buruk']",Pelayanan Buruk Dicancel
115,62,115_fitur_chat_menghubungi_dalam,"['fitur', 'chat', 'menghubungi', 'dalam', 'untuk', 'ataupun', 'kendala', 'pihak', 'jika', 'toko']","['tidak ada fitur komunikasi dua arah antara pembeli dan toko seperti di alfagift pada saat pengiriman tidak sesuai dengan yang di aplikasi pembeli tidak bisa berkomunikasi dengan pihak toko atau kurir untuk melacak barang yang sedang dikirim apalagi di tempat saya di palasari sukabumi seringkali pengiriman terlambat bahkan sampai 3 4 jam dari waktu yang telah dipilih', 'sediakan fitur chat cs untuk kendala seperti pembatalan pesanan tidak tersedianya fitur pembatalan manual dari pihak customer customer seperti hanya pasrah jika pembelian ada yang terlewat atau mungkin dari pihak toko ternyata sudah tutup aplikasi tidak guna asli', 'untuk aplikasi memang sangat membantu tapi sayang nya tidak ada live chat jadi sangat sulit untuk komplain jika ada permasalahan jika ingin komplain sangat berbelit karena harus melalui email atau wa yang sangat slow respon mungkin bisa di tambahan fitur live chat agar mempermudah customer dan coba di evaluasi lagi setiap toko jangan asal membatalkan pesanan tanpa konfirmasi terlebih dahulu sering kali toko membatalkan dengan alasan stok habis padahal sebelumnya barang masih bisa di beli']",Fitur Chat Menghubungi
116,55,116_aneh_gila_stngh_peroses,"['aneh', 'gila', 'stngh', 'peroses', 'pmbyrn', 'lokal', 'antr', 'diluar', 'jangkauan', 'kok']","['aplikasi aneh', 'aplikasi aneh', 'aplikasi aneh']",Aneh Gila Stngh
117,19,117_ribet_banyak²_maksa_ngumpulin,"['ribet', 'banyak²', 'maksa', 'ngumpulin', 'poin', 'gabung', 'pendaftaran', 'merepotkan', 'verifikasi', 'mengapai']","['aplikasi ribet', 'aplikasi ribet', 'aplikasi ribet']",Ribet Banyak² Maksa
118,26,118_jelas_lengkap_free_tak,"['jelas', 'lengkap', 'free', 'tak', 'keterangan', 'elianibozz', 'tidakada', 'setel', 'manfaatkan', 'hutang']","['tidak jelas', 'tidak jelas', 'tidak jelas']",Jelas Lengkap Free
119,75,119_tersedia_produk_semua_bareng,"['tersedia', 'produk', 'semua', 'bareng', 'nope', 'barang', 'kereta', 'tidak', 'muncul', 'tiket']","['semua produk tidak tersedia gila lu ndro', 'produk rokok tidak tersedia sedangkan penyebab penyakit yang lebih bahaya dari rokok banyak', 'produk nya banyak yang tidak tersedia']",Tersedia Produk Semua
120,103,120_malas_jadi_belanja_ruwet,"['malas', 'jadi', 'belanja', 'ruwet', 'diperbaharui', 'tambah', 'ribet', 'buat', 'pusing', 'enakan']","['setelah diperbaharui jadi malas belanja tambah ribet enak aplikasi yang dulu', 'makin ribet jadi malas belanja dulu ada tebus murahnya sekarang jadi hilang', 'jadi ribet jadi malas belanja lagi']",Malas Jadi Belanja
121,108,121_jelas_enggak_marah_aplikasi,"['jelas', 'enggak', 'marah', 'aplikasi', 'banget', 'doang', 'smpek', 'hapus', 'nih', 'titik']","['aplikasi enggak jelas', 'aplikasi enggak jelas', 'aplikasi enggak jelas']",Jelas Enggak Marah
122,61,122_kembalikan_baru_mudah_versi,"['kembalikan', 'baru', 'mudah', 'versi', 'lama', 'lebih', 'klik', 'enakkan', 'tempel', 'ribet']","['kebanyakan update aplikasi jadi tidak benar lambat aplikasi lebih mudah versi yang lama timbang yang baru tidak bermutu', 'lebih suka versi lama tolong kembalikan ke versi lama tapi tidak pakai loadingan', 'lebih suka versi yang lama versi yang baru lebih ribet program sulit di pahami promo berjalan tidak terlihat jelas']",Kembalikan Baru Mudah
123,67,123_download_jangan_menyesal_kalian,"['download', 'jangan', 'menyesal', 'kalian', 'rugi', 'instal', 'install', 'pernah', 'pelan', 'sarankan']","['jangan di download menyesal', 'jangan download aplikasi ini tidak guna', 'aplikasi buruk jangan download']",Download Jangan Menyesal
124,23,124_enggak_jelas_gaak_gaesss,"['enggak', 'jelas', 'gaak', 'gaesss', 'bukaan', 'ketersediaannya', 'foto', 'nonaktifkan', 'tau', 'scan']","['enggak jelas', 'enggak jelas', 'enggak jelas']",Enggak Jelas Gaak
125,48,125_stock_kosong_tampilkan_stok,"['stock', 'kosong', 'tampilkan', 'stok', 'sanggup', 'cancel', 'real', 'update', 'inginkan', 'stocknya']","['tidak sanggup buat stock secara real time lemah', 'stok kosong masih saja lo tampilkan anjerrrr', 'stok tidak update stok kosong masih saja dipajang']",Stock Kosong Tampilkan
