Topic,Count,Name,Representation,Representative_Docs,label_manual
9,46,9_tugas_mengirim_hilang_tiba,"['tugas', 'mengirim', 'hilang', 'tiba', 'tugasnya', 'kirim', 'tidak', 'klaim', 'teman', 'mau']","['barusan sudah update eh malah saat mau mengirim tugas tidak bisa tidak kebaca atau tidak ditemukan begitu file nya bagaimana sih iniiii malah bentar lagi deadline takut terus begini', 'ini kenapa tidak bisa buka tugas sama kolom komentar aku instal ulang juga lama progresnya mengira kuota ku tapi buka youtube lancar lancar saja tolong dong ini urgent mau kuisss nih', 'aplikasi nya sering keluar mulu apalagi saat ngumpulin tugas masa tugas nya tiba-tiba hilang padahal tulisan nya berhasil upload jadinya tugasnya tidak ke kumpul dan tidak bisa upload ulang karena sudah ditutup deadline tugasnya']",Tugas Mengirim Hilang
10,27,10_update_makin_optimal_rusak,"['update', 'makin', 'optimal', 'rusak', 'dikit', 'setelah', 'melalui', 'tambah', 'pembaruan', 'suruh']","['aplikasi kontol dikit dikit update', 'makin kesini makin gjls mending download epep', 'ed link sekarang kurang optimal di banding sebelum update']",Update Makin Optimal
11,23,11_download_bagus_jaringan_notif,"['download', 'bagus', 'jaringan', 'notif', 'telat', 'sinyal', 'susah', 'lama', 'loading', 'malah']","['ada notif meminta update klik lah update tidak bs2 akhirnya uninstal coba download lagi eror tidak bisa dondload2 sinyak bagus tapi tidak bisa download juga sinyal muter2 dari smlm sudah coba direstrt hp nya tetap tidak bisa super bad buruk sejeelek2nya', 'tolong perbaiki fitur download filenya kok susah download notifikasi susah muncul kukira tidak respon atau bagaimana jadi pencet 2 satu 3x lagi dan ternyata notif downloadnya telat muncul alhasil file yang ke download jadi numpuk terus kadang juga proses download gagal tolong fix ya min', 'disini saya kecewa dikarenakan edlink susah dibuka kalau pakai internetan dari kartu indosat padahal kuota unlimited dipakai buat medsos game mobile mbah google baik-baik saja bahkan lancar kecepatan juga mbps giliran pakai buat buka edlink malah loading terus lambat kayak tidak ada kuota malah kecepatan berubah 0 00 kbps parahhhh terus juga kalau pakai hp iphone malah dibatesi mulai dari cara download tugas kumpul tugas dll']",Download Bagus Jaringan
12,27,12_terima_mendownload_edlink_dosen,"['terima', 'mendownload', 'edlink', 'dosen', 'saya', 'kasih', 'aplikasi', 'karena', 'kepada', 'pembelajaran']","['tolong update lagi dan perbaiki bug ketika sedang mengakses edlink via website ketika kami mengetik secara bersaman di forum kelas saya sangat terganggu dengan fitur notice writing nya itu akan menggangu dan memperlambat waktu ketika kita mengetik', 'terima kasih edlink gara gara aplikasi ini nilai saya bermasalah dan di cap pembohong edlink memang aplikasi belajar yang sangat tidak berguna terima kasih', 'tolong kepada pihak pengembang saya sudah mendownload materi komen dll kenapa saya masih tidak terbaca mendownload dan komen di absen dosen saya tolong diperbaiki lagi sangat mengganggu kami dalam penilaian dan saran saya juga ada notifikasi walaupun tidak saat membuka aplikasi ini terima kasih']",Terima Mendownload Edlink
13,22,13_banget_versi_ribet_lama,"['banget', 'versi', 'ribet', 'lama', 'dipakai', 'buat', 'bagus', 'loadingnya', 'orang', 'kembalikan']","['yang buat aplikasi ini mudah an besok dijogetin di dalem peti sama abng dari ghana', 'baru lihat ulasan orang orang saja deh malas buat download diperbaiki lagi sistemnya biar enak dipakai', 'lebih bagus yang versi lama versi baru ini menyusahkan loadingnya lama untuk scroll ke bawah pun susah padahal kamaren itu sudah bagus banget']",Banget Versi Ribet
14,28,14_file_upload_android_semakin,"['file', 'upload', 'android', 'semakin', 'rar', 'zip', 'mencari', 'download', 'menghapus', 'bisa']","['tolong perbaiki untuk android 10 tidak bisa download dan upload file', 'tidak bisa menambah file rar zip psd ai server suka down', 'format zip rar tidak mendukung sedangkan dosen meminta file format rar zip']",File Upload Android
15,29,15_perbarui_masuk_kebuka_edlink,"['perbarui', 'masuk', 'kebuka', 'edlink', 'kenapa', 'play', 'store', 'bisa', 'kok', 'tidak']","['tolong diperbaiki kenapa malah enggak bisa masuk saat masuk muncul kata-kata tidak dapat menghubungkan ke server', 'kenapa enggak bisa masuk setiap mau masuk ada tulisan tidak dapat menghubungkan ke server padahal hp saya versinya 5 1 1', 'kenapa edlink tidak bisa di buka sudah berkali kali di instal taoi tidak bisa masuk masuk buka edlink nya']",Perbarui Masuk Kebuka
16,29,16_mahasiswa_kita_dosen_yang,"['mahasiswa', 'kita', 'dosen', 'yang', 'materi', 'hanya', 'satu', 'di', 'kelas', 'setelah']","['kenapa setelah di perbaharuui justru mempersulit pemakainya kemarin kemarin aplikasi nya sangat membantu hlo saya bisa ngliat tugas sudah dikumpulin belum tugas yang ngumpulin siapa saja dan bisa diubah jika ada kesalahan setelah diperbaharui malah jadi tidak nyaman ayolah support kita mahasiswa mahasiswi yang menggunakan aplikasi ini tolonggg banget', 'notifikasi sering tidak masuk jadi sering tertinggal dan membuat miskomunikasi antara dosen dan mahasiswa tambahan fitur edit foto profile bermasalah helpdesk ditanya bukannya kasih solusi malah bilang di dia bisa kalau begitu kenapa enggak dikasihkan saja device nya yang lancar ke user biar dipakai benar benar buruk ini aplikasi baik dari fitur maupun helpdesk', 'kami sudah terbantu dengan aplikasi ini tapi setelah update kok makin tambah down sistemnya yang pakai smartphone ketika ujian atau kuis kenapa tidak ada waktunya tidak semua mahasiswa maupun siswa mempunyai pc dan sejenisnya juga mengenai jawaban pada masing masing soal tidak bisa di konfirmasi tiap persoalnya harus konfirmasi keseluruhan bandingkan dengan timeline yang mepet otomatis pembacaan sistem nilai 0 yang mau tanggung jawab siapa ayolah sistemnya di perbaiki lagi']",Mahasiswa Kita Dosen
17,22,17_sering_log_out_error,"['sering', 'log', 'out', 'error', 'down', 'wajah', 'sendiri', 'scan', 'akun', 'zoom']","['sering log out sendiri', 'sering log out sendiri', 'aplikasi selalu trafic sulit mengakses materi']",Sering Log Out
18,28,18_membantu_fitur_mengerjakan_sangat,"['membantu', 'fitur', 'mengerjakan', 'sangat', 'jika', 'dan', 'saya', 'yang', 'mengirimkan', 'akan']","['kurang efisien digunakan terlalu sering login akun dan cukup ribet serta fitur kurang membantu karena terlalu berbelit2 aplikasinya juga kurang bagus terkadang untuk login akun tidak bisa seakan akan selalu ada masalah dengan akun kita padahal kalau di web tetap bisa dibuka memakan waktu jika hendak digunakan saran beri kemudahn login kepada pengguna karena hal ini cukup brpengaruh beberapa dosen saya pakai aplikasi ini dan tidak sedikit mahasiswa yang kesulitan untuk login akun', 'ya aplikasi ini layak dicoba karena sangat membantu kami dalam melaksanakan perkuliahan pada situasi sekarang yaitu situasi pandemi corona virus covid 19 dimana dalam situasi sekarang kita dituntut untuk di rumah saja bekerja dari rumah sdan belajar dari rumah oleh karena itu aplikasi ini sangat membantu kami sebagai mahasiswa dalam melaksanakan perkuliahan terimakasih', 'sekarang saya kecewa sama tampilan baru dari edlink menurut saya lebih efektif versi yang lama versi baru ribet dan jika loading suka lama saat saya mau copas jawaban disuruh dosen tidak bisa harus mengetik ulang jika saya absen saya harus diabsenkan teman lewat akun saya karena hp saya lcd nya rusak dan sebagian huruf tidak bisa diketik kecuali di layar lansdcap saran saya tolong perbaiki dan jika bisa edlink bisa menerapkan layar landscap karena akan membantu memudahkan saya terimakasih']",Membantu Fitur Mengerjakan
