Topic,Count,Name,Representation,Representative_Docs,label_manual
677,58,677_benaran_ongkirrr_ongkirrrr_berbelajaaaa,"['benaran', 'ongkirrr', 'ongkirrrr', 'berbelajaaaa', 'gusys', 'coyy', 'bossskuhhhh', 'grafis', 'remonded', 'meskipunn']","['benaran gratis ongkir', 'benaran gratis ongkir', 'benaran gratis ongkir']",Benaran Ongkirrr Ongkirrrr
678,38,678_hati_memukau_menurutku_dihati,"['hati', 'memukau', 'menurutku', 'dihati', 'takakan', 'selau', 'dj', 'indahan', 'tergantikan', 'tersatset']","['alfamart selalu di hati', 'alfamart selalu di hati', 'alfamart selalu di hati']",Hati Memukau Menurutku
679,27,679_satu_terbaik_salah_tim,"['satu', 'terbaik', 'salah', 'tim', 'nomor', 'syarat', 'via', 'ibu', 'free', 'sehari']","['terbaik', 'terbaik', 'nomor satu']",Satu Terbaik Salah
680,25,680_best_100__,"['best', '100', '', '', '', '', '', '', '', '']","['best', 'best', 'best']",Best 100 
681,62,681_pembayaran_praktik_deliv_mudahh,"['pembayaran', 'praktik', 'deliv', 'mudahh', 'pot', 'ngumpulkn', 'personalcare', 'selesaiii', 'sangatlh', 'mafaatin']","['pengiriman cepat pembayaran mudah', 'pengiriman cepat pembayaran mudah', 'pengiriman cepat pembayaran juga mudah']",Pembayaran Praktik Deliv
682,24,682_terbaik___,"['terbaik', '', '', '', '', '', '', '', '', '']","['terbaik', 'terbaik', 'terbaik']",Terbaik  
683,43,683_hebat_mainnya_mainya_hebatttt,"['hebat', 'mainnya', 'mainya', 'hebatttt', 'bangeeeeeeeetz', 'aplikasik', 'dancepat', 'sangka', 'budah', 'sejahtera']","['hebat', 'hebat', 'hebat']",Hebat Mainnya Mainya
684,26,684_guis_belajar_blnjnya_dimerti,"['guis', 'belajar', 'blnjnya', 'dimerti', 'mudahf', 'nyan', 'belanha', 'sangatttt', 'dijangkau', 'event']","['sangat mudah', 'sangatttt mudahh dijangkau', 'belanha sangat mudahf']",Guis Belajar Blnjnya
685,45,685_minim_tim_hehe_mager,"['minim', 'tim', 'hehe', 'mager', 'free', 'kulitasnya', 'kamiii', 'onvkir', 'drastis', 'alfahiftt']","['aplikasi mudah digunakan yang lagi mager bisa blanja di rumah dengan aplikasi ini sangat membantu gratis ongkir minim blanja 1 rupiah', 'aplikasi yang sangat membantu aplgi untuk yang mager keluar2 rumah dan yang paling bagus itu free ongkirx', 'mantap sangat cocok untuk orang malas seperti saya atau mungkin kalian yang malas berbelanja langsung datang ke toko banyak diskon dan free ongkir banyak juga metode pembayaran nya']",Minim Tim Hehe
686,48,686_pelayanan_baik_diterima_kelayakan,"['pelayanan', 'baik', 'diterima', 'kelayakan', 'publik', 'pembohongan', 'olèh', 'commers', 'alfagifft', 'mesennya']","['pelayanan baik', 'pelayanan baik', 'pelayanan baik']",Pelayanan Baik Diterima
687,40,687_bagusssss_bagusssssss_bagussssss_bagussssssssss,"['bagusssss', 'bagusssssss', 'bagussssss', 'bagussssssssss', 'nyooo', 'apknyaa', 'buangett', 'pisan', 'sana', 'bagusssssssssssss']","['bagusssss', 'bagusssss', 'bagusssss']",Bagusssss Bagusssssss Bagussssss
688,36,688_paket_komplit_pembayan_terapkan,"['paket', 'komplit', 'pembayan', 'terapkan', 'harapkan', 'lengakap', 'barang', 'cabang', 'update', 'perbanyak']","['banyak promo barang lengkap', 'banyak promo barang lengkap', 'banyak promo barang lengkap']",Paket Komplit Pembayan
689,44,689_sehat_jod_barangnyaa_aa,"['sehat', 'jod', 'barangnyaa', 'aa', 'lebihv', 'panjangkan', 'rab', 'yahhy', 'syukaaaakkk', 'hehhe']","['alfamart pengiriman barang cepat barangnyaa lengkap promonyaa banyakkk senang banget belanja di alfamart', 'belanja jadi mudah barang lengkap promonya terbaik dan kurir super cepat mengantar pesanan ke rumah good jod alfamart', 'produk lengkap dan kalau belanja online pengiriman cepat keren kurirnya satset untuk aa aa kurir alfamart sehat-sehat selalu ya']",Sehat Jod Barangnyaa
690,56,690_membanyaki_kurangi_dong_lokal,"['membanyaki', 'kurangi', 'dong', 'lokal', 'jangan', 'vouchernya', 'lupa', 'mahal', 'tumbler', 'eye']","['membanyaki promo lagi di', 'membanyaki promo nya saja', 'membanyaki promo nya dong']",Membanyaki Kurangi Dong
691,24,691_lengkap_promo__,"['lengkap', 'promo', '', '', '', '', '', '', '', '']","['promo lengkap', 'promo lengkap', 'promo lengkap']",Lengkap Promo 
692,62,692_memang_sanga_asyik_kamu,"['memang', 'sanga', 'asyik', 'kamu', 'solusinya', 'masalahnya', 'luarbiasa', 'dpat', 'apapun', 'bisaditukar']","['alfagift memang terbaik', 'alfagift memang terbaik', 'alfagift memang terbaik']",Memang Sanga Asyik
693,24,693_promonya_banyak__,"['promonya', 'banyak', '', '', '', '', '', '', '', '']","['banyak promonya', 'banyak promonya', 'banyak promonya']",Promonya Banyak 
694,35,694_memuaskan_pecinta_rekomendasikan_bila,"['memuaskan', 'pecinta', 'rekomendasikan', 'bila', 'keuntungannya', 'kendaraan', 'menariknya', 'kedepan', 'tentunya', 'para']","['sangat memuaskan', 'sangat memuaskan', 'sangat memuaskan']",Memuaskan Pecinta Rekomendasikan
